"ITEM","LOC","SELLING_UNIT_RETAIL","LOCAL_SHORT_DESC","PACKAGE_SIZE","PACKAGE_UOM","CATEGORIA","CATEGORIA_NOMBRE"
"102018851","34424","0","GOOGLE PLAY $100-500","1","EA","327","Comercio Electronico"
"102024687","34424","200","S2B XBOX 200MXN","1","EA","327","Comercio Electronico"
"102024695","34424","299","S2B XBOX 300MXN","1","EA","327","Comercio Electronico"
"102024708","34424","139","S2B XBOX LIVE 1M GOL","1","EA","327","Comercio Electronico"
"102026631","34424","0","AMAZON PAY CODE CB","1","EA","327","Comercio Electronico"
"102026640","34424","0","CONSULTA AMAZON PAY","1","EA","327","Comercio Electronico"
"102032548","34424","0.01","SIEMBRA DIGITAL","1","EA","155","Recepcion de Pagos"
"102033532","34424","0.01","MARIA VISION","1","EA","155","Recepcion de Pagos"
"102033612","34424","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102034535","34424","0.01","UNIVERSIDAD HUMANITA","1","EA","155","Recepcion de Pagos"
"102037541","34424","0.01","COLEGIO ISAAC MONTER","1","EA","155","Recepcion de Pagos"
"102037550","34424","0.01","FUNDAACION ALIAT","1","EA","155","Recepcion de Pagos"
"102037568","34424","0.01","UNIVERTEC RED ALIAT","1","EA","155","Recepcion de Pagos"
"102037576","34424","0.01","PREDIAL LAGOS DE MOR","1","EA","155","Recepcion de Pagos"
"102037584","34424","0.01","SIEMBRA DIGITAL","1","EA","155","Recepcion de Pagos"
"102037592","34424","0.01","Para Crecer Servicio","1","EA","155","Recepcion de Pagos"
"102037605","34424","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102037621","34424","0.01","UNIVERSIDAD HUMANITA","1","EA","155","Recepcion de Pagos"
"102037630","34424","0.01","COLEGIO ISAAC MONTER","1","EA","155","Recepcion de Pagos"
"102037648","34424","0.01","Predial Reynosa","1","EA","155","Recepcion de Pagos"
"102037656","34424","0.01","SERFIMET","1","EA","155","Recepcion de Pagos"
"102037664","34424","0.01","MARIA VISION","1","EA","155","Recepcion de Pagos"
"102037672","34424","0.01","UNIVERTEC RED ALIAT","1","EA","155","Recepcion de Pagos"
"102037701","34424","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102037728","34424","0.01","MARIA VISION","1","EA","155","Recepcion de Pagos"
"102038579","34424","0.01","CALZAPATO NAC","1","EA","155","Recepcion de Pagos"
"102038595","34424","0.01","Predial Reynosa","1","EA","155","Recepcion de Pagos"
"102038608","34424","0.01","Predial Reynosa","1","EA","155","Recepcion de Pagos"
"102039571","34424","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102039598","34424","0","MAPFRE(OXXO PAY Fina","1","EA","327","Comercio Electronico"
"102039635","34424","0.01","Colegio Patria","1","EA","155","Recepcion de Pagos"
"102040610","34424","0","OXXO PAY CREDITOS G-","1","EA","327","Comercio Electronico"
"102040628","34424","0","OXXO PAY G-IAPs Purc","1","EA","327","Comercio Electronico"
"102040636","34424","0","OXXO PAY G-IAPs Purc","1","EA","327","Comercio Electronico"
"102042615","34424","0.01","UNIVERSIDAD UHS","1","EA","155","Recepcion de Pagos"
"102042658","34424","0.01","COMCAB NAC","1","EA","155","Recepcion de Pagos"
"102042666","34424","0.01","COMCAB NAC","1","EA","155","Recepcion de Pagos"
"102043571","34424","0.01","ASOCIACION PARA LA E","1","EA","155","Recepcion de Pagos"
"102046608","34424","0.01","PROVIDENT MEXICO FLE","1","EA","155","Recepcion de Pagos"
"102046616","34424","0.01","UNIVO","1","EA","155","Recepcion de Pagos"
"102047571","34424","0.01","INMUVI CULIACAN","1","EA","155","Recepcion de Pagos"
"102047580","34424","0.01","ALARMEX","1","EA","155","Recepcion de Pagos"
"102047601","34424","0.01","Retiros Banjercito","1","EA","157","Servicio Financiero"
"102051749","34424","419","S2B XBOX LIVE GOLD 3","1","EA","327","Comercio Electronico"
"102052573","34424","0","Prueba MPE Nacional","1","EA","155","Recepcion de Pagos"
"102052637","34424","0.01","TESORERIA DE LA CDMX","1","EA","155","Recepcion de Pagos"
"102052645","34424","0.01","CREDITO FINCOMUN CNB","1","EA","155","Recepcion de Pagos"
"102052653","34424","0.01","TELNOR EN LINEA","1","EA","155","Recepcion de Pagos"
"102052661","34424","0.01","CONSULTA TELNOR","1","EA","155","Recepcion de Pagos"
"102054632","34424","200","XBOX 2020 200MXN","1","EA","327","Comercio Electronico"
"102054641","34424","300","XBOX 2020 300MXN","1","EA","327","Comercio Electronico"
"102054704","34424","139","XBOX LIVE 1M GOLD 20","1","EA","327","Comercio Electronico"
"102054712","34424","349","XBOX LIVE 3M GOLD 20","1","EA","327","Comercio Electronico"
"102054747","34424","0","CONSULTA AMAZON PAY","1","EA","327","Comercio Electronico"
"102054763","34424","0","AMAZON PAY CODE TECL","1","EA","327","Comercio Electronico"
"102054771","34424","0","CONSULTA OXXO PAY CR","1","EA","327","Comercio Electronico"
"102054780","34424","0","CONSULTA OXXO PAY G-","1","EA","327","Comercio Electronico"
"102054798","34424","0","CONSULTA OXXO PAY G-","1","EA","327","Comercio Electronico"
"102054819","34424","0.01","CAPTA VALE","1","EA","155","Recepcion de Pagos"
"102054827","34424","0","Creditos Scotiabank","1","EA","157","Servicio Financiero"
"102054843","34424","0.01","Consulta Telecable d","1","EA","155","Recepcion de Pagos"
"102054851","34424","0.01","Consulta Telecable P","1","EA","155","Recepcion de Pagos"
"102054860","34424","0.01","Telecable Playa del ","1","EA","155","Recepcion de Pagos"
"102054878","34424","0.01","Telecable de Cancun ","1","EA","155","Recepcion de Pagos"
"102054894","34424","0.01","REDPAY NAC","1","EA","327","Comercio Electronico"
"102054907","34424","0.01","UTRC REGION CORBONIF","1","EA","155","Recepcion de Pagos"
"102055571","34424","0.01","JMC AUTOS SA DE CV","1","EA","155","Recepcion de Pagos"
"102055580","34424","0.01","GAS MUNDIAL DE GUERR","1","EA","155","Recepcion de Pagos"
"102055598","34424","0.01","AUTOS ACAPULCO JMC S","1","EA","155","Recepcion de Pagos"
"102055601","34424","0.01","JMC CAMIONES SA DE C","1","EA","155","Recepcion de Pagos"
"102055619","34424","0.01","GAS O LENA SA DE CV","1","EA","155","Recepcion de Pagos"
"102057577","34424","0.01","MARCATEL NAC","1","EA","155","Recepcion de Pagos"
"102057585","34424","0.01","consulta NMP Prendar","1","EA","155","Recepcion de Pagos"
"102057593","34424","0.01","PRENDARIO NMP NAC","1","EA","155","Recepcion de Pagos"
"102057606","34424","0.01","CONALEP CAMPECHE MDA","1","EA","155","Recepcion de Pagos"
"102057614","34424","0.01","EII NRT H.D.M Consul","1","EA","155","Recepcion de Pagos"
"102057622","34424","0.01","EII NRT H.D.M","1","EA","155","Recepcion de Pagos"
"102057631","34424","0.01","EII NRT T.D.N Consul","1","EA","155","Recepcion de Pagos"
"102057649","34424","0.01","EII NRT T.D.N","1","EA","155","Recepcion de Pagos"
"102057657","34424","0.01","EII NRT T.D.M ","1","EA","155","Recepcion de Pagos"
"102057665","34424","0.01","EII NRT T.D.M. Consu","1","EA","155","Recepcion de Pagos"
"102057673","34424","0.01","EII NRT T.C.","1","EA","155","Recepcion de Pagos"
"102057681","34424","0.01","EII NRT T.C. Consult","1","EA","155","Recepcion de Pagos"
"102057690","34424","0.01","EII NRT C.D.B Consul","1","EA","155","Recepcion de Pagos"
"102057702","34424","0.01","EII NRT C.D.B","1","EA","155","Recepcion de Pagos"
"102059572","34424","0.01","LIVERPOOL 500MXN","1","EA","327","Comercio Electronico"
"102061576","34424","0.01","Comision Estatal de ","1","EA","155","Recepcion de Pagos"
"102061584","34424","0.01","PASTELERIA CHAMPLITT","1","EA","155","Recepcion de Pagos"
"102061592","34424","0.01","MUNICIPIO DE ARTEAGA","1","EA","155","Recepcion de Pagos"
"102062587","34424","0.01","DIEZMO MONTERREY","1","EA","155","Recepcion de Pagos"
"102064574","34424","0.01","COOPERATIVA MEMORY S","1","EA","155","Recepcion de Pagos"
"102064582","34424","0.01","COOPERATIVA MEMRY SE","1","EA","155","Recepcion de Pagos"
"102064591","34424","0.01","COOPERATIVA MEMORY S","1","EA","155","Recepcion de Pagos"
"102064603","34424","0.01","INSTITUTO TECNOLOGIC","1","EA","155","Recepcion de Pagos"
"102064611","34424","0.01","GRUPO ASISTENCIAL ME","1","EA","155","Recepcion de Pagos"
"102064620","34424","0.01","GRUPO ASISTENCIAL ME","1","EA","155","Recepcion de Pagos"
"102064638","34424","0.01","GRUPO ASISTENCIAL ME","1","EA","155","Recepcion de Pagos"
"102066570","34424","0.01","PREDIAL DE TORREON E","1","EA","155","Recepcion de Pagos"
"102066588","34424","0.01","CONSULTA PREDIAL DE ","1","EA","155","Recepcion de Pagos"
"102067610","34424","0.01","UTRC CARBONIFERA","1","EA","155","Recepcion de Pagos"
"102068575","34424","0","SPOTIFY 115MXN","1","EA","327","Comercio Electronico"
"102069586","34424","0.01","UDECH UNIV DE CHIHUA","1","EA","155","Recepcion de Pagos"
"102070587","34424","0.01","CONSULTA PRENDARIO N","1","EA","155","Recepcion de Pagos"
"102070595","34424","0.01","PRENDARIO NMP CODIGO","1","EA","155","Recepcion de Pagos"
"102070608","34424","0.01","CONSULTA PRENDARIO N","1","EA","155","Recepcion de Pagos"
"102070616","34424","0.01","PRENDARIO NMP CODIGO","1","EA","155","Recepcion de Pagos"
"102071601","34424","0","EDICION INTERACTIVA","1","EA","155","Recepcion de Pagos"
"102073606","34424","0.01","PREDIAL LEON EN LINE","1","EA","155","Recepcion de Pagos"
"102074570","34424","0.01","UNIVERSIDAD ESPANA","1","EA","155","Recepcion de Pagos"
"102075572","34424","0.01","RENT A CENTER EN LIN","1","EA","155","Recepcion de Pagos"
"102075581","34424","0.01","CONSULTA RENT A CENT","1","EA","155","Recepcion de Pagos"
"102075599","34424","0","COLEGIO ESPANA","1","EA","155","Recepcion de Pagos"
"102076591","34424","0.01","TELECABLE","1","EA","155","Recepcion de Pagos"
"102076604","34424","0.01","TELECABLE","1","EA","155","Recepcion de Pagos"
"102076612","34424","0.01","GRUPO GASERO SOL","1","EA","155","Recepcion de Pagos"
"102076621","34424","0.01","INSTITUTO CERRO DEL ","1","EA","155","Recepcion de Pagos"
"102077578","34424","0.01","TESORERIA TORREON","1","EA","155","Recepcion de Pagos"
"102077586","34424","0.01","CONSULTA TESORERIA T","1","EA","155","Recepcion de Pagos"
"103400584","34424","0","JUSTO","1","EA","155","Recepcion de Pagos"
"1035","34424","6","PAN A GRANEL pz","1","EA","132","Panera"
"10381","34424","150.8","Canastilla 28 Tapa i","1","EA","9000","Consumo Interno"
"10450","34424","0","Caja Carne num 18","1","EA","9000","Consumo Interno"
"10454","34424","812","Hielera Tortilla","1","EA","9000","Consumo Interno"
"105819338","34424","0","INSTITUTO IBEROAM","1","EA","155","Recepcion de Pagos"
"105819792","34424","0","UNIVERSIDAD CEPES","1","EA","155","Recepcion de Pagos"
"105820558","34424","0","Inhumaciones San ","1","EA","155","Recepcion de Pagos"
"107200141","34424","0","RICHMOND PUBLISHI","1","EA","155","Recepcion de Pagos"
"107450183","34424","0","CAPAMA Apizaco NA","1","EA","155","Recepcion de Pagos"
"107750143","34424","0","EBANX MX","1","EA","327","Comercio Electronico"
"107750151","34424","0","Shopee EBANX MX","1","EA","327","Comercio Electronico"
"108000168","34424","0","CETI GUD","1","EA","155","Recepcion de Pagos"
"108000176","34424","0","INVERSON TAMAULIP","1","EA","155","Recepcion de Pagos"
"108050149","34424","0","LA IGLESIA DE JES","1","EA","155","Recepcion de Pagos"
"108300144","34424","0","SECUNDARIA REGION","1","EA","155","Recepcion de Pagos"
"108300152","34424","0","CENTRO ESCOLAR AN","1","EA","155","Recepcion de Pagos"
"108300161","34424","0","PROMEX Educativo","1","EA","155","Recepcion de Pagos"
"108350141","34424","0","Municipio Chapala","1","EA","155","Recepcion de Pagos"
"10838","34424","152","Rejilla Envase1.25ml","1","EA","128","Envases Refrescos"
"108400188","34424","0","AGUA DE VILLAGRAN","1","EA","155","Recepcion de Pagos"
"108450142","34424","0","Envio de Dinero W","1","EA","157","Servicio Financiero"
"108500146","34424","0","PROLIMPIA MDA","1","EA","155","Recepcion de Pagos"
"108500154","34424","0","PREDIAL DE PROGRE","1","EA","155","Recepcion de Pagos"
"108500162","34424","0","Agua Coacalco","1","EA","155","Recepcion de Pagos"
"108550143","34424","0","Retiros Sabadell","1","EA","157","Servicio Financiero"
"108600147","34424","0","Municipio Coacalc","1","EA","155","Recepcion de Pagos"
"108700148","34424","0","Funerarias Hernan","1","EA","155","Recepcion de Pagos"
"108700156","34424","0","322","1","EA","155","Recepcion de Pagos"
"108750145","34424","0","Retiros Caja SMG","1","EA","157","Servicio Financiero"
"108800149","34424","0","ICATSIN","1","EA","155","Recepcion de Pagos"
"108800157","34424","0","INSTITUTO DE ESTU","1","EA","155","Recepcion de Pagos"
"108800165","34424","0","Prueba 17ADM octu","1","EA","157","Servicio Financiero"
"108800173","34424","0","PRUEBA 2 17ADM OC","1","EA","157","Servicio Financiero"
"108850146","34424","0","LA SALLE PLAYA DE","1","EA","155","Recepcion de Pagos"
"110314852","34424","0","Agua Zacatecas JI","1","EA","155","Recepcion de Pagos"
"110350010","34424","0","Mercado Pago2","1","EA","327","Comercio Electronico"
"110350028","34424","0","IEU EN LINEA","1","EA","155","Recepcion de Pagos"
"110400013","34424","0","CONSULTA IEU EN LINE","1","EA","155","Recepcion de Pagos"
"110701570","34424","0","INSTITUTO MOVILID","1","EA","155","Recepcion de Pagos"
"110967714","34424","0","MEXPAGO","1","EA","327","Comercio Electronico"
"110973567","34424","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"110973575","34424","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973583","34424","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973591","34424","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"110973604","34424","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973612","34424","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973621","34424","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"110973639","34424","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973647","34424","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110974375","34424","0","CLARO PAGOS","1","EA","327","Comercio Electronico"
"111000046","34424","1","ECOGAS EN LINEA REF","1","EA","155","Recepcion de Pagos"
"111000054","34424","0","CONSULTA ECOGAS REF","1","EA","155","Recepcion de Pagos"
"111004418","34424","0","BECALOS","1","EA","155","Recepcion de Pagos"
"111050027","34424","0","ECOGAS EN LINEA R","0","","155","Recepcion de Pagos"
"111050035","34424","0","S2B GOOGLE PLAY 100-","1","EA","327","Comercio Electronico"
"111050043","34424","0","S2B GOOGLE PLAY 100M","1","EA","327","Comercio Electronico"
"111050051","34424","0","S2B GOOGLE PLAY 200M","1","EA","327","Comercio Electronico"
"111100021","34424","0","S2B GOOGLE PLAY 300M","1","EA","327","Comercio Electronico"
"111204250","34424","0","Retiros Consubanco","1","EA","157","Servicio Financiero"
"111204268","34424","0","Retiros Banregio","1","EA","157","Servicio Financiero"
"111400023","34424","0","Retiros Santander","1","EA","157","Servicio Financiero"
"112100022","34424","0","SCALA HIGHER NAC ","1","EA","155","Recepcion de Pagos"
"112200023","34424","0","Dish ON internet ","1","EA","155","Recepcion de Pagos"
"112200031","34424","0","Dish ON internet","1","EA","155","Recepcion de Pagos"
"112550031","34424","0","SANTANDER CONSUMO","1","EA","157","Servicio Financiero"
"112554737","34424","0","COLEGIO DARWIN","1","EA","155","Recepcion de Pagos"
"112650032","34424","0","AVON","1","EA","327","Comercio Electronico"
"112650083","34424","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"112650091","34424","0","SKYDROPX Guia Est","0","","327","Comercio Electronico"
"112700116","34424","0","SKYDROPX Guia Est","0","","327","Comercio Electronico"
"112906894","34424","0","Retiros Caja Morelia","1","EA","157","Servicio Financiero"
"112950490","34424","0","OXXO PAY D LOCAL ","1","EA","327","Comercio Electronico"
"112950502","34424","0","OXXO PAY Micro Fi","1","EA","327","Comercio Electronico"
"112950511","34424","0","OXXO PAY Arrendam","1","EA","327","Comercio Electronico"
"112950529","34424","0","OXXO PAY EBANX Do","1","EA","327","Comercio Electronico"
"112950537","34424","0","OXXO PAY Arrendam","1","EA","327","Comercio Electronico"
"112950545","34424","0","Radio Maria","1","EA","155","Recepcion de Pagos"
"112950553","34424","0","Predial Escobedo","1","EA","155","Recepcion de Pagos"
"112950561","34424","0","OIKOFUTUR","1","EA","155","Recepcion de Pagos"
"113000040","34424","0","OXXO PAY E Commer","1","EA","327","Comercio Electronico"
"113000058","34424","0","OXXO PAY Miscelan","1","EA","327","Comercio Electronico"
"113000066","34424","0","OXXO PAY Arrendam","1","EA","327","Comercio Electronico"
"113000074","34424","0","OXXO PAY Financie","1","EA","327","Comercio Electronico"
"113000082","34424","0","Funeraria Los Pin","1","EA","155","Recepcion de Pagos"
"113000091","34424","0","Municipio de Acap","1","EA","155","Recepcion de Pagos"
"113452089","34424","0","Recarga TELEVIA","1","EA","158","Servicios prepago"
"113452097","34424","0","Consulta Recarga ","1","EA","158","Servicios prepago"
"113676841","34424","0","FIDEAPECH","1","EA","155","Recepcion de Pagos"
"113696761","34424","0","Gobierno de Micho","1","EA","155","Recepcion de Pagos"
"113696770","34424","0","Consulta Gobierno","1","EA","155","Recepcion de Pagos"
"113758627","34424","0","Servicio Prepago ","1","EA","158","Servicios prepago"
"113762175","34424","0","UJAT","1","EA","155","Recepcion de Pagos"
"113846176","34424","0","Compartamos Valor","1","EA","155","Recepcion de Pagos"
"113849254","34424","0","Pago Financiera C","1","EA","155","Recepcion de Pagos"
"113852795","34424","0","Servicio Prepago ","1","EA","158","Servicios prepago"
"113866505","34424","0","Pago servicio de agu","1","EA","155","Recepcion de Pagos"
"113869722","34424","0","SER MAS DIGITAL","1","EA","155","Recepcion de Pagos"
"114007825","34424","0","IPETH en linea","1","EA","155","Recepcion de Pagos"
"114007833","34424","0","Consulta IPETH","1","EA","155","Recepcion de Pagos"
"114211025","34424","0","BAMBOO PAYMENT","1","EA","327","Comercio Electronico"
"114289279","34424","0","DIFARMER CONSULTA","1","EA","155","Recepcion de Pagos"
"114289287","34424","0","DIFARMER EN LINEA","1","EA","155","Recepcion de Pagos"
"114351221","34424","0","CENTRO PEDAGOGICO CU","1","EA","155","Recepcion de Pagos"
"114356857","34424","0","Consulta FICASA","1","EA","155","Recepcion de Pagos"
"114356865","34424","0","FICASA en linea","1","EA","155","Recepcion de Pagos"
"114551126","34424","0","PRESEF","1","EA","155","Recepcion de Pagos"
"114626423","34424","0","PAY U Monto Variable","1","EA","327","Comercio Electronico"
"114805659","34424","0","VIZNE","1","EA","155","Recepcion de Pagos"
"115684203","34424","0","Consulta Agua y D","1","EA","155","Recepcion de Pagos"
"115684211","34424","0","Agua y Drenaje en","1","EA","155","Recepcion de Pagos"
"115684220","34424","0","Asociacion Educac","1","EA","155","Recepcion de Pagos"
"116209906","34424","0","FUNDACION VELEZ","1","EA","155","Recepcion de Pagos"
"116210202","34424","0","CRISTO S LA VIDA ETE","1","EA","155","Recepcion de Pagos"
"116210392","34424","0","ARAGON CASA FUNERAL","1","EA","155","Recepcion de Pagos"
"116304461","34424","0","Juventud Catolica","1","EA","155","Recepcion de Pagos"
"116304567","34424","0","Juventud Catolica","1","EA","155","Recepcion de Pagos"
"116529192","34424","0.01","OXXO PAY EBANX ECOMM","0","","327","Comercio Electronico"
"116530169","34424","0.01","OXXO PAY EBANX ECOMM","0","","327","Comercio Electronico"
"116532130","34424","0.01","OXXO PAY EBANX ECOMM","0","","327","Comercio Electronico"
"116532631","34424","0","PREMIER ESTRATEGI","1","EA","155","Recepcion de Pagos"
"116533167","34424","0.01","OXXO PAY DLOCAL ECOM","0","","327","Comercio Electronico"
"116533255","34424","0.01","OXXO PAY DLOCAL ECOM","0","","327","Comercio Electronico"
"116544974","34424","0.01","OXXO PAY EBANX EC","0","","327","Comercio Electronico"
"116586306","34424","0","MUWE","1","EA","327","Comercio Electronico"
"116911682","34424","0","MIAA","1","EA","155","Recepcion de Pagos"
"116994086","34424","0","Memorial San Rafa","1","EA","155","Recepcion de Pagos"
"117077749","34424","0","SIGE Consulta","1","EA","155","Recepcion de Pagos"
"117077757","34424","0","SIGE en linea","1","EA","155","Recepcion de Pagos"
"118116279","34424","0","GEN INDUSTRIAL","1","EA","155","Recepcion de Pagos"
"118329602","34424","0","RECARGA CORREDOR AGU","1","EA","158","Servicios prepago"
"118731271","34424","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118731280","34424","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118731298","34424","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118731301","34424","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118996149","34424","0","Sorteo premiazzo","1","EA","155","Recepcion de Pagos"
"119012455","34424","0","Funeraria del angel","1","EA","155","Recepcion de Pagos"
"119541980","34424","0","EDITORIAL PEGASSO","1","EA","155","Recepcion de Pagos"
"119638976","34424","0","PREPAGO CORREDOR AGU","1","EA","158","Servicios prepago"
"119741295","34424","0","VA Y VEN en linea","1","EA","158","Servicios prepago"
"119753077","34424","0","Super Shoes","1","EA","155","Recepcion de Pagos"
"120019161","34424","0","INSTITUTO SISCOM","1","EA","155","Recepcion de Pagos"
"120166144","34424","0","OXXO PAY PAYU Ecomme","1","EA","327","Comercio Electronico"
"120266145","34424","0","OXXO PAY PAYU Ecomme","1","EA","327","Comercio Electronico"
"1238","34424","84","CAPIS SALCHI CERDO K","1","KG","244","Carnes Frias"
"1241","34424","156","CAPIS JAMON PAVO KG","1","KG","244","Carnes Frias"
"1242","34424","106","CAPIS SALCHI PAVO KG","1","KG","244","Carnes Frias"
"1244","34424","182","FUD JAMON PAV VIR KG","1","KG","244","Carnes Frias"
"1249","34424","118","VIVA JAMON CERDO KG","1","KG","244","Carnes Frias"
"1260","34424","78","VIVA SALCHI HOTDOG K","1","KG","244","Carnes Frias"
"1263","34424","90","AROOS ESPALD PUERCO","1","KG","244","Carnes Frias"
"1268","34424","146","CAPIS JAM AMERICANO","1","KG","244","Carnes Frias"
"1270","34424","202","CAPIS Q/PUERCO KG","1","KG","244","Carnes Frias"
"1271","34424","206","CAPISTRANO CHORIZO K","1","KG","244","Carnes Frias"
"12806","34424","20.9","COCTEL FRUTAS TROPI","1","EA","23","Fruta y verdura"
"12808","34424","6.9","COCTEL VERDURA NEO","1","EA","23","Fruta y verdura"
"1476","34424","27.9","Barra Pan Integral","1","EA","132","Panera"
"1537","34424","146","SNROQUE QSO ASAD K","1","KG","247","Lacteos y Derivados"
"1586","34424","1.5","SalchiAbiertCaducida","77","PCS","244","Carnes Frias"
"17305","34424","0","ROLLOETIQUETATERMIpz","1","EA","9000","Consumo Interno"
"18614","34424","0.01","PanDulceREMATEpz","1","PCS","95","Arts. Promocion"
"1984","34424","31.9","Carrito promocional","25","KG","200","Mascotas"
"21924","34424","130","ABUELITA Vending","1","EA","121","Insumos Bebidas"
"21925","34424","0.5","Azucar","1","EA","121","Insumos Bebidas"
"21927","34424","0.6","Coffe Mate","1","EA","121","Insumos Bebidas"
"21930","34424","1.4","Vaso GC 16oz","1","EA","121","Insumos Bebidas"
"21931","34424","0.7","VASO 8 OZ","1","EA","121","Insumos Bebidas"
"21932","34424","0.45","Tapa 8 0z","1","EA","121","Insumos Bebidas"
"21933","34424","188.2","CARAMEL MOKA","1","G","121","Insumos Bebidas"
"21934","34424","222.8","NESCAFE CAPPUCCINO","1","G","121","Insumos Bebidas"
"23252","34424","0","Etiqueta bascula oxs","34","EA","9000","Consumo Interno"
"23270","34424","0","Malla roja oxs","1","EA","9000","Consumo Interno"
"23461","34424","9","Envase Corona Mega","1","EA","116","Envases Cerveza"
"23462","34424","3.7","Envase Corona Media","1","EA","116","Envases Cerveza"
"23463","34424","7.5","Envase Corona Fam","1","EA","116","Envases Cerveza"
"23494","34424","24.9","Donette Dob Chocolat","1","EA","132","Panera"
"2410","34424","75","EnvGarrafonSantorini","20","L","127","Env.Agua Garrafon"
"2474","34424","7","Naranja Kg","1","KG","23","Fruta y verdura"
"2572","34424","0","Bolsa Bara chica.","1","EA","9000","Consumo Interno"
"2573","34424","0","Bolsa Bara Gde.","1","EA","9000","Consumo Interno"
"2584","34424","0","Cinta para impresora","1","EA","9000","Consumo Interno"
"2586","34424","0","Bolsaroll25x35barapz","1","EA","9000","Consumo Interno"
"2589","34424","0","Rollo de papel 1 pz","1","EA","9000","Consumo Interno"
"2621","34424","0.01","Cupon promocional Ca","1","EA","95","Arts. Promocion"
"26273","34424","7.5","DONA LA ESPAÑOLA","1","EA","132","Panera"
"26690","34424","5.5","Pan Dulce La Espanol","50","EA","132","Panera"
"26693","34424","32.57","TRAPEADOR","12","EA","9000","Consumo Interno"
"26694","34424","48.09","ESCOBA","6","EA","9000","Consumo Interno"
"27177","34424","5","Concha Duo","1","EA","132","Panera"
"27193","34424","41","TAPA ROJA CARNES","1","EA","245","Carniceria"
"27194","34424","77.89","CANASTILLA ROJA CARN","1","EA","245","Carniceria"
"2745","34424","0","Bolsa de papel para","1","EA","9000","Consumo Interno"
"2868","34424","112.9","Canastilla 28","1","EA","9000","Consumo Interno"
"2869","34424","1160","Carrito Dist Bara","1","EA","9000","Consumo Interno"
"2870","34424","113","Canastilla 18","1","EA","9000","Consumo Interno"
"2871","34424","37.5","Tapa para canastilla","1","EA","9000","Consumo Interno"
"29651","34424","145.85","Canastilla Verde TP","1","EA","9000","Consumo Interno"
"29652","34424","125.09","Canastilla AM TP","1","EA","9000","Consumo Interno"
"2970","34424","5.5","Envase Ret Individua","1","EA","128","Envases Refrescos"
"2981","34424","60","Caja Reparto Individ","1","EA","128","Envases Refrescos"
"2983","34424","8.5","Envase Ret Familiar","1","EA","128","Envases Refrescos"
"2984","34424","150","Caja Reparto Familia","1","EA","128","Envases Refrescos"
"2995","34424","7","Envase Cerveza 1.18","500","ML","116","Envases Cerveza"
"31016","34424","5.5","bolsa insumo laurita","3.2","KG","9000","Consumo Interno"
"31359","34424","7","MUFFIN LA ESPANOLA","1","EA","132","Panera"
"31360","34424","4.9","MANTECADA LA ESPANOL","1","EA","132","Panera"
"32826","34424","8.9","REPOSTERIA DDONUTS","1","EA","132","Panera"
"32827","34424","8.9","BOLILLO DDONUTS","1","EA","132","Panera"
"32828","34424","5.9","PAN DDONUTS","1","EA","132","Panera"
"32829","34424","8.9","DONA DDONUTS","1","EA","132","Panera"
"32830","34424","3.9","BOLILLO DE PUNTA","1","EA","132","Panera"
"32831","34424","9.9","BAGUETTE DDONUTS","1","EA","132","Panera"
"32832","34424","5.5","BAGUETTE CHICO DDONU","1","EA","132","Panera"
"3600541729438","34424","34.9","AGUA MICELAR 125 ML.","1","EA","227","Belleza e higiene"
"36284","34424","82","SALCH. PAVO 2.16","1","HUN","244","Carnes Frias"
"36285","34424","126","Jamon de pavo FUD","1","KG","244","Carnes Frias"
"36823","34424","98","MARIETTA JAMON PAVO","1","KM","244","Carnes Frias"
"36824","34424","118","JAMON PAVO VITADELI","1","KM","244","Carnes Frias"
"36827","34424","140","JAMON TOSKANO","1","KM","244","Carnes Frias"
"38673","34424","5.5","Pan Dulce VariedadPz","1","EA","132","Panera"
"39239","34424","19.9","Alitas Adobadas","1","KG","246","Congelados"
"39243","34424","24.9","Nugget Pollo","1","KG","246","Congelados"
"39245","34424","22.9","Papa gajo","1","KG","246","Congelados"
"39246","34424","22.9","Papa a la Francesa","1","KG","246","Congelados"
