"ITEM","LOC","SELLING_UNIT_RETAIL","LOCAL_SHORT_DESC","PACKAGE_SIZE","PACKAGE_UOM","CATEGORIA","CATEGORIA_NOMBRE"
"101944393","54520","0.01","CONSULTA ICV NL 2","1","EA","155","Recepcion de Pagos"
"101945353","54520","0.01"," D LOCAL","1","EA","327","Comercio Electronico"
"101950363","54520","0","ORIFLAME","1","EA","327","Comercio Electronico"
"101951358","54520","0","Dish Media en Línea","1","EA","155","Recepcion de Pagos"
"101951391","54520","0","Dish Med en Línea C","1","EA","155","Recepcion de Pagos"
"101960393","54520","0.01","PARQUE FUNERARIO LA ","1","EA","155","Recepcion de Pagos"
"101967350","54520","0.01","CINEMEX MEDIUM","1","EA","156","Soluciones en tienda"
"101967368","54520","0.01","CINEMEX HIGH","1","EA","156","Soluciones en tienda"
"101967376","54520","0.01","CINEMEX LOW ","1","EA","156","Soluciones en tienda"
"101969355","54520","0.01","Gruma Planta Acapone","1","EA","155","Recepcion de Pagos"
"101969363","54520","0.01","Gruma Planta Rio Bra","1","EA","155","Recepcion de Pagos"
"101969371","54520","0.01","Gruma Planta Obregon","1","EA","155","Recepcion de Pagos"
"101969380","54520","0.01","Gruma Planta Chihuah","1","EA","155","Recepcion de Pagos"
"101969398","54520","0.01","Gruma Planta Culiaca","1","EA","155","Recepcion de Pagos"
"101969401","54520","0.01","Gruma Planta Bajio e","1","EA","155","Recepcion de Pagos"
"101969419","54520","0.01","Gruma Planta Nuevo L","1","EA","155","Recepcion de Pagos"
"101969427","54520","0.01","Gruma Planta Tampico","1","EA","155","Recepcion de Pagos"
"101969435","54520","0.01","Gruma Planta La Paz ","1","EA","155","Recepcion de Pagos"
"101969443","54520","0.01","Gruma Planta Teotihu","1","EA","155","Recepcion de Pagos"
"101969451","54520","0","BH-NETFLIX 2017 300-","1","EA","327","Comercio Electronico"
"101975384","54520","0.01","CECIP","1","EA","155","Recepcion de Pagos"
"101975392","54520","0.01","FOMERREY","1","EA","155","Recepcion de Pagos"
"101978366","54520","0.01","CAPSOL NAC","1","EA","155","Recepcion de Pagos"
"101981389","54520","0.01","INSTITUTO IBEROAMERI","1","EA","155","Recepcion de Pagos"
"101981418","54520","0.01","FEENICIA","1","EA","327","Comercio Electronico"
"101985398","54520","0","RST HOTPAY NAC","1","EA","157","Servicio Financiero"
"101985401","54520","5","TELCEL EN LINEA","1","EA","155","Recepcion de Pagos"
"101986391","54520","0.01","CONSULTA TUIO EN LIN","1","EA","155","Recepcion de Pagos"
"101986403","54520","0.01","PAGO TUIO EN LINEA","1","EA","155","Recepcion de Pagos"
"101993419","54520","0.01","Gruma Planta Mexical","1","EA","155","Recepcion de Pagos"
"101993427","54520","0.01","Gruma Planta Merida ","1","EA","155","Recepcion de Pagos"
"101993435","54520","0.01","Gruma Planta Chiname","1","EA","155","Recepcion de Pagos"
"101993443","54520","0.01","Gruma Planta Chiapas","1","EA","155","Recepcion de Pagos"
"101993451","54520","0.01","Gruma Planta Veracru","1","EA","155","Recepcion de Pagos"
"101993460","54520","0.01","Gruma Planta Bajio e","1","EA","155","Recepcion de Pagos"
"101993478","54520","0.01","Gruma Planta Culiaca","1","EA","155","Recepcion de Pagos"
"101993486","54520","0.01","Gruma Planta Rio Bra","1","EA","155","Recepcion de Pagos"
"101993494","54520","0.01","Gruma Planta La Paz ","1","EA","155","Recepcion de Pagos"
"101993507","54520","0.01","Gruma Planta Acapone","1","EA","155","Recepcion de Pagos"
"101993515","54520","0.01","Gruma Planta Chihuah","1","EA","155","Recepcion de Pagos"
"101993523","54520","0.01","Gruma Planta Tampico","1","EA","155","Recepcion de Pagos"
"101993531","54520","0.01","Gruma Planta Nuevo L","1","EA","155","Recepcion de Pagos"
"101993540","54520","0.01","Gruma Planta Obregon","1","EA","155","Recepcion de Pagos"
"101993558","54520","0.01","Gruma Planta Teotihu","1","EA","155","Recepcion de Pagos"
"101993566","54520","0.01","Gruma Planta Jalisco","1","EA","155","Recepcion de Pagos"
"101999520","54520","0","BLIM 289MXN","1","EA","327","Comercio Electronico"
"102000546","54520","0.01","HERBAFOODS","1","EA","155","Recepcion de Pagos"
"102002509","54520","0.01","GameCash","1","EA","327","Comercio Electronico"
"102003683","54520","0.01","JAPAC AGUA CULIACAN ","1","EA","155","Recepcion de Pagos"
"102003691","54520","0.01","JAPAC AGUA CULIACAN","1","EA","155","Recepcion de Pagos"
"102005515","54520","0","OXXO PAY APUESTAS","1","EA","327","Comercio Electronico"
"102005523","54520","0","EFECTIGO OXXO PAY","1","EA","327","Comercio Electronico"
"102006569","54520","0.01","GOVACASA","1","EA","155","Recepcion de Pagos"
"102009532","54520","0.01","IDC IMPULSANDO EMPRE","1","EA","155","Recepcion de Pagos"
"102011536","54520","0.01","Consulta Mas Nomina ","1","EA","155","Recepcion de Pagos"
"102011544","54520","0.01","Mas Nomina en Linea","1","EA","155","Recepcion de Pagos"
"102011552","54520","0.01","Consulta Mas Nomina ","1","EA","155","Recepcion de Pagos"
"102011561","54520","0.01","Mas Nomina en Linea","1","EA","155","Recepcion de Pagos"
"102015553","54520","0.01","NO USAR SOLO ES PARA","1","EA","155","Recepcion de Pagos"
"102015561","54520","0.01","NO USAR ES PARA LOS ","1","EA","155","Recepcion de Pagos"
"102018851","54520","0","GOOGLE PLAY $100-500","1","EA","327","Comercio Electronico"
"102024687","54520","200","S2B XBOX 200MXN","1","EA","327","Comercio Electronico"
"102024695","54520","299","S2B XBOX 300MXN","1","EA","327","Comercio Electronico"
"102024708","54520","139","S2B XBOX LIVE 1M GOL","1","EA","327","Comercio Electronico"
"102026631","54520","0","AMAZON PAY CODE CB","1","EA","327","Comercio Electronico"
"102026640","54520","0","CONSULTA AMAZON PAY","1","EA","327","Comercio Electronico"
"102032548","54520","0.01","SIEMBRA DIGITAL","1","EA","155","Recepcion de Pagos"
"102033532","54520","0.01","MARIA VISION","1","EA","155","Recepcion de Pagos"
"102033612","54520","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102034535","54520","0.01","UNIVERSIDAD HUMANITA","1","EA","155","Recepcion de Pagos"
"102037541","54520","0.01","COLEGIO ISAAC MONTER","1","EA","155","Recepcion de Pagos"
"102037550","54520","0.01","FUNDAACION ALIAT","1","EA","155","Recepcion de Pagos"
"102037568","54520","0.01","UNIVERTEC RED ALIAT","1","EA","155","Recepcion de Pagos"
"102037576","54520","0.01","PREDIAL LAGOS DE MOR","1","EA","155","Recepcion de Pagos"
"102037584","54520","0.01","SIEMBRA DIGITAL","1","EA","155","Recepcion de Pagos"
"102037592","54520","0.01","Para Crecer Servicio","1","EA","155","Recepcion de Pagos"
"102037605","54520","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102037621","54520","0.01","UNIVERSIDAD HUMANITA","1","EA","155","Recepcion de Pagos"
"102037630","54520","0.01","COLEGIO ISAAC MONTER","1","EA","155","Recepcion de Pagos"
"102037648","54520","0.01","Predial Reynosa","1","EA","155","Recepcion de Pagos"
"102037656","54520","0.01","SERFIMET","1","EA","155","Recepcion de Pagos"
"102037664","54520","0.01","MARIA VISION","1","EA","155","Recepcion de Pagos"
"102037672","54520","0.01","UNIVERTEC RED ALIAT","1","EA","155","Recepcion de Pagos"
"102037701","54520","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102037728","54520","0.01","MARIA VISION","1","EA","155","Recepcion de Pagos"
"102038579","54520","0.01","CALZAPATO NAC","1","EA","155","Recepcion de Pagos"
"102038595","54520","0.01","Predial Reynosa","1","EA","155","Recepcion de Pagos"
"102038608","54520","0.01","Predial Reynosa","1","EA","155","Recepcion de Pagos"
"102039571","54520","0.01","EUROCENTRO","1","EA","155","Recepcion de Pagos"
"102039598","54520","0","MAPFRE(OXXO PAY Fina","1","EA","327","Comercio Electronico"
"102039635","54520","0.01","Colegio Patria","1","EA","155","Recepcion de Pagos"
"102040610","54520","0","OXXO PAY CREDITOS G-","1","EA","327","Comercio Electronico"
"102040628","54520","0","OXXO PAY G-IAPs Purc","1","EA","327","Comercio Electronico"
"102040636","54520","0","OXXO PAY G-IAPs Purc","1","EA","327","Comercio Electronico"
"102042615","54520","0.01","UNIVERSIDAD UHS","1","EA","155","Recepcion de Pagos"
"102042658","54520","0.01","COMCAB NAC","1","EA","155","Recepcion de Pagos"
"102042666","54520","0.01","COMCAB NAC","1","EA","155","Recepcion de Pagos"
"102043571","54520","0.01","ASOCIACION PARA LA E","1","EA","155","Recepcion de Pagos"
"102046608","54520","0.01","PROVIDENT MEXICO FLE","1","EA","155","Recepcion de Pagos"
"102046616","54520","0.01","UNIVO","1","EA","155","Recepcion de Pagos"
"102047571","54520","0.01","INMUVI CULIACAN","1","EA","155","Recepcion de Pagos"
"102047580","54520","0.01","ALARMEX","1","EA","155","Recepcion de Pagos"
"102047601","54520","0.01","Retiros Banjercito","1","EA","157","Servicio Financiero"
"102051749","54520","419","S2B XBOX LIVE GOLD 3","1","EA","327","Comercio Electronico"
"102052573","54520","0","NO USAR PROVEEDOR DU","1","EA","155","Recepcion de Pagos"
"102052637","54520","0.01","TESORERIA DE LA CDMX","1","EA","155","Recepcion de Pagos"
"102052645","54520","0.01","CREDITO FINCOMUN CNB","1","EA","155","Recepcion de Pagos"
"102052653","54520","0.01","TELNOR EN LINEA","1","EA","155","Recepcion de Pagos"
"102052661","54520","0.01","CONSULTA TELNOR","1","EA","155","Recepcion de Pagos"
"102054632","54520","200","XBOX 2020 200MXN","1","EA","327","Comercio Electronico"
"102054641","54520","300","XBOX 2020 300MXN","1","EA","327","Comercio Electronico"
"102054704","54520","139","XBOX LIVE 1M GOLD 20","1","EA","327","Comercio Electronico"
"102054712","54520","349","XBOX LIVE 3M GOLD 20","1","EA","327","Comercio Electronico"
"102054747","54520","0","CONSULTA AMAZON PAY","1","EA","327","Comercio Electronico"
"102054763","54520","0","AMAZON PAY CODE TECL","1","EA","327","Comercio Electronico"
"102054771","54520","0","CONSULTA OXXO PAY CR","1","EA","327","Comercio Electronico"
"102054780","54520","0","CONSULTA OXXO PAY G-","1","EA","327","Comercio Electronico"
"102054798","54520","0","CONSULTA OXXO PAY G-","1","EA","327","Comercio Electronico"
"102054819","54520","0.01","CAPTA VALE","1","EA","155","Recepcion de Pagos"
"102054827","54520","0","Creditos Scotiabank","1","EA","157","Servicio Financiero"
"102054843","54520","0.01","Consulta Telecable d","1","EA","155","Recepcion de Pagos"
"102054851","54520","0.01","Consulta Telecable P","1","EA","155","Recepcion de Pagos"
"102054860","54520","0.01","Telecable Playa del ","1","EA","155","Recepcion de Pagos"
"102054878","54520","0.01","Telecable de Cancun ","1","EA","155","Recepcion de Pagos"
"102054894","54520","0.01","REDPAY NAC","1","EA","327","Comercio Electronico"
"102054907","54520","0.01","UTRC REGION CORBONIF","1","EA","155","Recepcion de Pagos"
"102055571","54520","0.01","JMC AUTOS SA DE CV","1","EA","155","Recepcion de Pagos"
"102055580","54520","0.01","GAS MUNDIAL DE GUERR","1","EA","155","Recepcion de Pagos"
"102055598","54520","0.01","AUTOS ACAPULCO JMC S","1","EA","155","Recepcion de Pagos"
"102055601","54520","0.01","JMC CAMIONES SA DE C","1","EA","155","Recepcion de Pagos"
"102055619","54520","0.01","GAS O LENA SA DE CV","1","EA","155","Recepcion de Pagos"
"102057577","54520","0.01","MARCATEL NAC","1","EA","155","Recepcion de Pagos"
"102057585","54520","0.01","consulta NMP Prendar","1","EA","155","Recepcion de Pagos"
"102057593","54520","0.01","PRENDARIO NMP NAC","1","EA","155","Recepcion de Pagos"
"102057606","54520","0.01","CONALEP CAMPECHE MDA","1","EA","155","Recepcion de Pagos"
"102057614","54520","0.01","EII NRT H.D.M Consul","1","EA","155","Recepcion de Pagos"
"102057622","54520","0.01","EII NRT H.D.M","1","EA","155","Recepcion de Pagos"
"102057631","54520","0.01","EII NRT T.D.N Consul","1","EA","155","Recepcion de Pagos"
"102057649","54520","0.01","EII NRT T.D.N","1","EA","155","Recepcion de Pagos"
"102057657","54520","0.01","EII NRT T.D.M ","1","EA","155","Recepcion de Pagos"
"102057665","54520","0.01","EII NRT T.D.M. Consu","1","EA","155","Recepcion de Pagos"
"102057673","54520","0.01","EII NRT T.C.","1","EA","155","Recepcion de Pagos"
"102057681","54520","0.01","EII NRT T.C. Consult","1","EA","155","Recepcion de Pagos"
"102057690","54520","0.01","EII NRT C.D.B Consul","1","EA","155","Recepcion de Pagos"
"102057702","54520","0.01","EII NRT C.D.B","1","EA","155","Recepcion de Pagos"
"102059572","54520","0.01","LIVERPOOL 500MXN","1","EA","327","Comercio Electronico"
"102061576","54520","0.01","Comision Estatal de ","1","EA","155","Recepcion de Pagos"
"102061584","54520","0.01","PASTELERIA CHAMPLITT","1","EA","155","Recepcion de Pagos"
"102061592","54520","0.01","MUNICIPIO DE ARTEAGA","1","EA","155","Recepcion de Pagos"
"102062587","54520","0.01","DIEZMO MONTERREY","1","EA","155","Recepcion de Pagos"
"102064574","54520","0.01","COOPERATIVA MEMORY S","1","EA","155","Recepcion de Pagos"
"102064582","54520","0.01","COOPERATIVA MEMRY SE","1","EA","155","Recepcion de Pagos"
"102064591","54520","0.01","COOPERATIVA MEMORY S","1","EA","155","Recepcion de Pagos"
"102064603","54520","0.01","INSTITUTO TECNOLOGIC","1","EA","155","Recepcion de Pagos"
"102064611","54520","0.01","GRUPO ASISTENCIAL ME","1","EA","155","Recepcion de Pagos"
"102064620","54520","0.01","GRUPO ASISTENCIAL ME","1","EA","155","Recepcion de Pagos"
"102064638","54520","0.01","GRUPO ASISTENCIAL ME","1","EA","155","Recepcion de Pagos"
"102066570","54520","0.01","PREDIAL DE TORREON E","1","EA","155","Recepcion de Pagos"
"102066588","54520","0.01","CONSULTA PREDIAL DE ","1","EA","155","Recepcion de Pagos"
"102067610","54520","0.01","UTRC CARBONIFERA","1","EA","155","Recepcion de Pagos"
"102068575","54520","0","SPOTIFY 115MXN","1","EA","327","Comercio Electronico"
"102069586","54520","0.01","UDECH UNIV DE CHIHUA","1","EA","155","Recepcion de Pagos"
"102070587","54520","0.01","CONSULTA PRENDARIO N","1","EA","155","Recepcion de Pagos"
"102070595","54520","0.01","PRENDARIO NMP CODIGO","1","EA","155","Recepcion de Pagos"
"102070608","54520","0.01","CONSULTA PRENDARIO N","1","EA","155","Recepcion de Pagos"
"102070616","54520","0.01","PRENDARIO NMP CODIGO","1","EA","155","Recepcion de Pagos"
"102071601","54520","0","EDICION INTERACTIVA","1","EA","155","Recepcion de Pagos"
"102073606","54520","0.01","PREDIAL LEON EN LINE","1","EA","155","Recepcion de Pagos"
"102074570","54520","0.01","UNIVERSIDAD ESPANA","1","EA","155","Recepcion de Pagos"
"102075572","54520","0.01","RENT A CENTER EN LIN","1","EA","155","Recepcion de Pagos"
"102075581","54520","0.01","CONSULTA RENT A CENT","1","EA","155","Recepcion de Pagos"
"102075599","54520","0","COLEGIO ESPANA","1","EA","155","Recepcion de Pagos"
"102076591","54520","0.01","TELECABLE","1","EA","155","Recepcion de Pagos"
"102076604","54520","0.01","TELECABLE","1","EA","155","Recepcion de Pagos"
"102076612","54520","0.01","GRUPO GASERO SOL","1","EA","155","Recepcion de Pagos"
"102076621","54520","0.01","INSTITUTO CERRO DEL","1","EA","155","Recepcion de Pagos"
"102077578","54520","0.01","TESORERIA TORREON","1","EA","155","Recepcion de Pagos"
"102077586","54520","0.01","CONSULTA TESORERIA T","1","EA","155","Recepcion de Pagos"
"103400584","54520","0","JUSTO","1","EA","155","Recepcion de Pagos"
"10381","54520","150.8","Canastilla 28 Tapa i","1","EA","9000","Consumo Interno"
"105819338","54520","0","INSTITUTO IBEROAMERI","1","EA","155","Recepcion de Pagos"
"105819792","54520","0","UNIVERSIDAD CEPES","1","EA","155","Recepcion de Pagos"
"105820558","54520","0","Inhumaciones San Fel","1","EA","155","Recepcion de Pagos"
"107200141","54520","0","RICHMOND PUBLISHING","1","EA","155","Recepcion de Pagos"
"107450183","54520","0","CAPAMA Apizaco NAC","1","EA","155","Recepcion de Pagos"
"107750143","54520","0","EBANX MX","1","EA","327","Comercio Electronico"
"107750151","54520","0","Shopee EBANX MX","1","EA","327","Comercio Electronico"
"108000168","54520","0","CETI GUD","1","EA","155","Recepcion de Pagos"
"108000176","54520","0","INVERSON TAMAULIPAS","1","EA","155","Recepcion de Pagos"
"108050149","54520","0","LA IGLESIA DE JESUCR","1","EA","155","Recepcion de Pagos"
"108300144","54520","0","SECUNDARIA REGIONAL","1","EA","155","Recepcion de Pagos"
"108300152","54520","0","CENTRO ESCOLAR ANGEL","1","EA","155","Recepcion de Pagos"
"108300161","54520","0","PROMEX Educativo","1","EA","155","Recepcion de Pagos"
"108350141","54520","0","Municipio Chapala","1","EA","155","Recepcion de Pagos"
"10838","54520","152","Rejilla Envase1.25ml","1","EA","128","Envases Refrescos"
"108400188","54520","0","AGUA DE VILLAGRAN JU","1","EA","155","Recepcion de Pagos"
"108450142","54520","0","Envio de Dinero West","1","EA","157","Servicio Financiero"
"108500146","54520","0","PROLIMPIA MDA","1","EA","155","Recepcion de Pagos"
"108500154","54520","0","PREDIAL DE PROGRESO","1","EA","155","Recepcion de Pagos"
"108500162","54520","0","Agua Coacalco","1","EA","155","Recepcion de Pagos"
"108550143","54520","0","Retiros Sabadell","1","EA","157","Servicio Financiero"
"108600147","54520","0","Municipio Coacalco","1","EA","155","Recepcion de Pagos"
"108700148","54520","0","Funerarias Hernandez","1","EA","155","Recepcion de Pagos"
"108700156","54520","0","322","1","EA","155","Recepcion de Pagos"
"108750145","54520","0","Retiros Caja SMG","1","EA","157","Servicio Financiero"
"108800149","54520","0","ICATSIN","1","EA","155","Recepcion de Pagos"
"108800157","54520","0","INSTITUTO DE ESTUDIO","1","EA","155","Recepcion de Pagos"
"108800165","54520","0","Prueba 17ADM octubre","1","EA","157","Servicio Financiero"
"108850146","54520","0","LA SALLE PLAYA DEL C","1","EA","155","Recepcion de Pagos"
"110314852","54520","0","Agua Zacatecas JIAPA","1","EA","155","Recepcion de Pagos"
"110350010","54520","0","Mercado Pago2","1","EA","327","Comercio Electronico"
"110350028","54520","0","IEU EN LINEA","1","EA","155","Recepcion de Pagos"
"110400013","54520","0","CONSULTA IEU EN LINE","1","EA","155","Recepcion de Pagos"
"110701570","54520","0","INSTITUTO MOVILIDAD","1","EA","155","Recepcion de Pagos"
"110967714","54520","0","MEXPAGO","1","EA","327","Comercio Electronico"
"110973567","54520","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"110973575","54520","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973583","54520","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973591","54520","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"110973604","54520","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973612","54520","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973621","54520","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"110973639","54520","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110973647","54520","0","SKYDROPX Guia Expres","1","EA","327","Comercio Electronico"
"110974375","54520","0","CLARO PAGOS","1","EA","327","Comercio Electronico"
"111000046","54520","1","ECOGAS EN LINEA REF","1","EA","155","Recepcion de Pagos"
"111000054","54520","0","CONSULTA ECOGAS REF","1","EA","155","Recepcion de Pagos"
"111004418","54520","0","BECALOS","1","EA","155","Recepcion de Pagos"
"111050027","54520","0","ECOGAS EN LINEA REF","0","","155","Recepcion de Pagos"
"111050035","54520","0","S2B GOOGLE PLAY 100-","1","EA","327","Comercio Electronico"
"111050043","54520","0","S2B GOOGLE PLAY 100M","1","EA","327","Comercio Electronico"
"111050051","54520","0","S2B GOOGLE PLAY 200M","1","EA","327","Comercio Electronico"
"111100021","54520","0","S2B GOOGLE PLAY 300M","1","EA","327","Comercio Electronico"
"111204250","54520","0","Retiros Consubanco","1","EA","157","Servicio Financiero"
"111204268","54520","0","Retiros Banregio","1","EA","157","Servicio Financiero"
"111400023","54520","0","Retiros Santander","1","EA","157","Servicio Financiero"
"112100022","54520","0","SCALA HIGHER NAC II","1","EA","155","Recepcion de Pagos"
"112200023","54520","0","Dish ON internet Con","1","EA","155","Recepcion de Pagos"
"112200031","54520","0","Dish ON internet","1","EA","155","Recepcion de Pagos"
"112550031","54520","0","SANTANDER CONSUMO","1","EA","157","Servicio Financiero"
"112554737","54520","0","COLEGIO DARWIN","1","EA","155","Recepcion de Pagos"
"112650032","54520","0","AVON","1","EA","327","Comercio Electronico"
"112650083","54520","0","SKYDROPX Guia Estand","1","EA","327","Comercio Electronico"
"112650091","54520","0","SKYDROPX Guia Estand","0","","327","Comercio Electronico"
"112700116","54520","0","SKYDROPX Guia Estand","0","","327","Comercio Electronico"
"112906894","54520","0","Retiros Caja Morelia","1","EA","157","Servicio Financiero"
"112950490","54520","0","OXXO PAY D LOCAL Dol","1","EA","327","Comercio Electronico"
"112950502","54520","0","OXXO PAY Micro Finan","1","EA","327","Comercio Electronico"
"112950511","54520","0","OXXO PAY Arrendamien","1","EA","327","Comercio Electronico"
"112950529","54520","0","OXXO PAY EBANX Dolly","1","EA","327","Comercio Electronico"
"112950537","54520","0","OXXO PAY Arrendamien","1","EA","327","Comercio Electronico"
"112950545","54520","0","Radio Maria","1","EA","155","Recepcion de Pagos"
"112950553","54520","0","Predial Escobedo","1","EA","155","Recepcion de Pagos"
"112950561","54520","0","OIKOFUTUR","1","EA","155","Recepcion de Pagos"
"113000040","54520","0","OXXO PAY E Commerce ","1","EA","327","Comercio Electronico"
"113000058","54520","0","OXXO PAY Miscelanios","1","EA","327","Comercio Electronico"
"113000066","54520","0","OXXO PAY Arrendamien","1","EA","327","Comercio Electronico"
"113000074","54520","0","OXXO PAY Financieras","1","EA","327","Comercio Electronico"
"113000082","54520","0","Funeraria Los Pinos ","1","EA","155","Recepcion de Pagos"
"113000091","54520","0","Municipio de Acapulc","1","EA","155","Recepcion de Pagos"
"113452089","54520","0","Recarga TELEVIA","1","EA","158","Servicios prepago"
"113452097","54520","0","Consulta Recarga TEL","1","EA","158","Servicios prepago"
"113676841","54520","0","FIDEAPECH","1","EA","155","Recepcion de Pagos"
"113696761","54520","0","Gobierno de Michoaca","1","EA","155","Recepcion de Pagos"
"113696770","54520","0","Consulta Gobierno de","1","EA","155","Recepcion de Pagos"
"113758627","54520","0","Servicio Prepago YOV","1","EA","158","Servicios prepago"
"113762175","54520","0","UJAT","1","EA","155","Recepcion de Pagos"
"113846176","54520","0","Compartamos Valor","1","EA","155","Recepcion de Pagos"
"113849254","54520","0","Pago Financiera Cult","1","EA","155","Recepcion de Pagos"
"113852795","54520","0","Servicio Prepago VA ","1","EA","158","Servicios prepago"
"113866505","54520","0","Pago servicio de agu","1","EA","155","Recepcion de Pagos"
"113869722","54520","0","SER MAS DIGITAL","1","EA","155","Recepcion de Pagos"
"114007825","54520","0","IPETH en linea","1","EA","155","Recepcion de Pagos"
"114007833","54520","0","Consulta IPETH","1","EA","155","Recepcion de Pagos"
"114211025","54520","0","BAMBOO PAYMENT","1","EA","327","Comercio Electronico"
"114289279","54520","0","DIFARMER CONSULTA","1","EA","155","Recepcion de Pagos"
"114289287","54520","0","DIFARMER EN LINEA","1","EA","155","Recepcion de Pagos"
"114351221","54520","0","CENTRO PEDAGOGICO CU","1","EA","155","Recepcion de Pagos"
"114356857","54520","0","Consulta FICASA","1","EA","155","Recepcion de Pagos"
"114356865","54520","0","FICASA en linea","1","EA","155","Recepcion de Pagos"
"114551126","54520","0","PRESEF","1","EA","155","Recepcion de Pagos"
"114626423","54520","0","PAY U Monto Variable","1","EA","327","Comercio Electronico"
"114805659","54520","0","VIZNE","1","EA","155","Recepcion de Pagos"
"115684203","54520","0","Consulta Agua y Dren","1","EA","155","Recepcion de Pagos"
"115684211","54520","0","Agua y Drenaje en li","1","EA","155","Recepcion de Pagos"
"115684220","54520","0","Asociacion Educacion","1","EA","155","Recepcion de Pagos"
"116209906","54520","0","FUNDACION VELEZ","1","EA","155","Recepcion de Pagos"
"116210202","54520","0","CRISTO S LA VIDA ETE","1","EA","155","Recepcion de Pagos"
"116210392","54520","0","ARAGON CASA FUNERAL","1","EA","155","Recepcion de Pagos"
"116304461","54520","0","Juventud Catolica de","1","EA","155","Recepcion de Pagos"
"116304567","54520","0","Juventud Catolica de","1","EA","155","Recepcion de Pagos"
"116529192","54520","0.01","OXXO PAY EBANX ECOMM","0","","327","Comercio Electronico"
"116530169","54520","0.01","OXXO PAY EBANX ECOMM","0","","327","Comercio Electronico"
"116532130","54520","0.01","OXXO PAY EBANX ECOMM","0","","327","Comercio Electronico"
"116532631","54520","0","PREMIER ESTRATEGIA","1","EA","155","Recepcion de Pagos"
"116533167","54520","0.01","OXXO PAY DLOCAL ECOM","0","","327","Comercio Electronico"
"116533255","54520","0.01","OXXO PAY DLOCAL E","0","","327","Comercio Electronico"
"116544974","54520","0.01","OXXO PAY EBANX EC","0","","327","Comercio Electronico"
"116586306","54520","0","MUWE","1","EA","327","Comercio Electronico"
"116911682","54520","0","MIAA","1","EA","155","Recepcion de Pagos"
"116994086","54520","0","Memorial San Rafa","1","EA","155","Recepcion de Pagos"
"117077749","54520","0","SIGE Consulta","1","EA","155","Recepcion de Pagos"
"117077757","54520","0","SIGE en linea","1","EA","155","Recepcion de Pagos"
"118116279","54520","0","GEN INDUSTRIAL","1","EA","155","Recepcion de Pagos"
"118329602","54520","0","RECARGA CORREDOR AGU","1","EA","158","Servicios prepago"
"118731271","54520","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118731280","54520","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118731298","54520","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118731301","54520","0","OXXO PAY GIFTCORNER ","1","EA","327","Comercio Electronico"
"118996149","54520","0","Sorteo premiazzo","1","EA","155","Recepcion de Pagos"
"119012455","54520","0","Funeraria del angel","1","EA","155","Recepcion de Pagos"
"119541980","54520","0","EDITORIAL PEGASSO","1","EA","155","Recepcion de Pagos"
"119638976","54520","0","PREPAGO CORREDOR AGU","1","EA","158","Servicios prepago"
"119741295","54520","0","VA Y VEN en linea","1","EA","158","Servicios prepago"
"119753077","54520","0","Super Shoes","1","EA","155","Recepcion de Pagos"
"120019161","54520","0","INSTITUTO SISCOM","1","EA","155","Recepcion de Pagos"
"120166144","54520","0","OXXO PAY PAYU Ecomme","1","EA","327","Comercio Electronico"
"120266145","54520","0","OXXO PAY PAYU Ecomme","1","EA","327","Comercio Electronico"
"1241","54520","144","Jamon PavoVirgin 1kg","1","KG","244","Carnes Frias"
"1242","54520","100","Salchicha de pavo Ca","1","KG","244","Carnes Frias"
"1244","54520","170","Jamon pavo virgin pz","1","KG","244","Carnes Frias"
"1249","54520","126","Jamon puerco Viva kg","1","KG","244","Carnes Frias"
"1260","54520","72","Salchicha de puerco","1","KG","244","Carnes Frias"
"1268","54520","136","CAPIS JAM AMERICANO","1","KG","244","Carnes Frias"
"1270","54520","186","Queso de puerco Capi","1","KG","244","Carnes Frias"
"1271","54520","190","Chorizo tipo espanol","1","KG","244","Carnes Frias"
"12806","54520","20.9","COCTEL FRUTAS TROPI","1","EA","23","Fruta y verdura"
"12808","54520","6.9","COCTEL VERDURA NEO","1","EA","23","Fruta y verdura"
"1537","54520","146","QuesoAsadeSnRoqueKg","1","KG","247","Lacteos y Derivados"
"17305","54520","0","ROLLOETIQUETATERMIpz","1","EA","9000","Consumo Interno"
"23252","54520","0","Etiqueta bascula oxs","34","EA","9000","Consumo Interno"
"23461","54520","9","Envase Corona Mega","1","EA","116","Envases Cerveza"
